,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
593,frozenset({'product data management system'}),frozenset({'product data management'}),0.42073170731707316,0.4695121951219512,0.42073170731707316,1.0,2.12987012987013,0.22319303985722785,inf,0.9157894736842106
594,frozenset({'product data management'}),frozenset({'product data management system'}),0.4695121951219512,0.42073170731707316,0.42073170731707316,0.8961038961038961,2.1298701298701297,0.22319303985722785,5.57545731707317,1.0
624,frozenset({'cad'}),frozenset({'manufacturing'}),0.4573170731707317,0.6463414634146342,0.4024390243902439,0.88,1.3615094339622642,0.10685603807257588,2.9471544715447155,0.4892747701736467
508,frozenset({'reasoning'}),frozenset({'ontology'}),0.5609756097560976,0.5914634146341463,0.45121951219512196,0.8043478260869564,1.3599282832810398,0.11942296252230816,2.0880758807588067,0.602852852852853
628,frozenset({'product data management system'}),frozenset({'product design'}),0.42073170731707316,0.7439024390243902,0.4024390243902439,0.9565217391304349,1.2858161083392732,0.08945568114217733,5.890243902439043,0.3837320574162681
562,frozenset({'expert systems'}),frozenset({'knowledge management'}),0.5121951219512195,0.6585365853658537,0.4268292682926829,0.8333333333333333,1.265432098765432,0.08953004164187978,2.0487804878048768,0.42999999999999977
528,frozenset({'system specification'}),frozenset({'system definition'}),0.5304878048780488,0.6646341463414634,0.43902439024390244,0.8275862068965517,1.2451755773489401,0.08644408090422362,1.945121951219512,0.4193722943722941
388,frozenset({'manufacturing'}),frozenset({'material'}),0.6463414634146342,0.6585365853658537,0.524390243902439,0.8113207547169812,1.2320055904961564,0.09875074360499703,1.8097560975609759,0.5324779470729751
520,frozenset({'knowledge graph'}),frozenset({'knowledge engineering'}),0.4695121951219512,0.7804878048780488,0.4451219512195122,0.9480519480519481,1.2146915584415585,0.07867340868530637,4.225609756097568,0.33317587781451735
499,frozenset({'knowledge capture'}),frozenset({'knowledge base'}),0.4634146341463415,0.8414634146341463,0.4573170731707317,0.9868421052631579,1.1727688787185355,0.06737061273051759,12.048780487804843,0.27454545454545465
94,frozenset({'knowledge base'}),frozenset({'knowledge engineering'}),0.8414634146341463,0.7804878048780488,0.7682926829268293,0.9130434782608696,1.1698369565217392,0.11154074955383697,2.5243902439024404,0.9157509157509154
93,frozenset({'knowledge engineering'}),frozenset({'knowledge base'}),0.7804878048780488,0.8414634146341463,0.7682926829268293,0.984375,1.1698369565217392,0.11154074955383697,10.146341463414636,0.6613756613756612
428,frozenset({'word'}),frozenset({'engine analysis'}),0.6219512195121951,0.6890243902439024,0.5,0.803921568627451,1.1667534270345308,0.07146044021415826,1.5859756097560982,0.378048780487805
486,frozenset({'expert systems'}),frozenset({'knowledge engineering'}),0.5121951219512195,0.7804878048780488,0.4634146341463415,0.9047619047619048,1.1592261904761905,0.06365258774538968,2.3048780487804876,0.28157894736842115
228,frozenset({'knowledge management'}),frozenset({'knowledge base'}),0.6585365853658537,0.8414634146341463,0.6402439024390244,0.9722222222222222,1.1553945249597424,0.08610945865556219,5.707317073170731,0.3938775510204083
413,frozenset({'word'}),frozenset({'express'}),0.6219512195121951,0.7134146341463414,0.5121951219512195,0.823529411764706,1.1543489190548015,0.06848602022605593,1.6239837398373993,0.3536866359447005
547,frozenset({'training'}),frozenset({'express'}),0.5304878048780488,0.7134146341463414,0.4329268292682927,0.8160919540229885,1.14392376461342,0.0544690660321237,1.5583079268292686,0.2679714651545636
322,frozenset({'material'}),frozenset({'evaluation'}),0.6585365853658537,0.7621951219512195,0.573170731707317,0.8703703703703702,1.1419259259259258,0.07123735871505044,1.834494773519162,0.36398176291793255
553,frozenset({'difficulty'}),frozenset({'review'}),0.49390243902439024,0.7682926829268293,0.4329268292682927,0.8765432098765432,1.1408975112678816,0.05346519928613919,1.8768292682926828,0.24401832682844043
421,frozenset({'creation'}),frozenset({'express'}),0.6219512195121951,0.7134146341463414,0.5060975609756098,0.8137254901960784,1.1406066700184347,0.06238845925044617,1.5385109114249038,0.32607850757870194
591,frozenset({'inference'}),frozenset({'knowledge base'}),0.43902439024390244,0.8414634146341463,0.42073170731707316,0.9583333333333333,1.1388888888888888,0.05130874479476499,3.804878048780482,0.21739130434782597
386,frozenset({'ontology'}),frozenset({'knowledge engineering'}),0.5914634146341463,0.7804878048780488,0.524390243902439,0.88659793814433,1.1359536082474226,0.06276026174895899,1.9356984478935708,0.29295383547379394
453,frozenset({'ontology'}),frozenset({'information search'}),0.5914634146341463,0.7195121951219512,0.4817073170731707,0.8144329896907216,1.1319238161803251,0.056142177275431304,1.5115176151761518,0.2852824485169092
465,frozenset({'ontology'}),frozenset({'express'}),0.5914634146341463,0.7134146341463414,0.47560975609756095,0.8041237113402062,1.127147766323024,0.053651100535395624,1.4630937098844676,0.27611940298507476
579,frozenset({'decision support'}),frozenset({'express'}),0.524390243902439,0.7134146341463414,0.42073170731707316,0.8023255813953488,1.1246273106738223,0.04662403331350384,1.4497847919655666,0.23299888517279813
563,frozenset({'expert systems'}),frozenset({'product design'}),0.5121951219512195,0.7439024390243902,0.4268292682926829,0.8333333333333333,1.1202185792349726,0.04580606781677571,1.536585365853658,0.21999999999999992
333,frozenset({'system definition'}),frozenset({'system integration'}),0.6646341463414634,0.7621951219512195,0.5670731707317073,0.8532110091743118,1.119412844036697,0.060492266508030856,1.6200457317073156,0.3180840664711629
440,frozenset({'decision support'}),frozenset({'knowledge base'}),0.524390243902439,0.8414634146341463,0.49390243902439024,0.941860465116279,1.1193124368048533,0.05264723378941105,2.7268292682926787,0.22412155745489076
516,frozenset({'knowledge graph'}),frozenset({'concept design'}),0.4695121951219512,0.8597560975609756,0.45121951219512196,0.9610389610389611,1.117804181633969,0.04755353955978586,3.5995934959349687,0.19866418142280218
431,frozenset({'word'}),frozenset({'information search'}),0.6219512195121951,0.7195121951219512,0.5,0.803921568627451,1.1173147224991693,0.05249851279000595,1.4304878048780492,0.27773406766325726
617,frozenset({'api'}),frozenset({'add'}),0.45121951219512196,0.7987804878048781,0.4024390243902439,0.8918918918918919,1.1165669486280172,0.042013682331945246,1.8612804878048776,0.1902356902356901
340,frozenset({'ontology'}),frozenset({'concept design'}),0.5914634146341463,0.8597560975609756,0.5670731707317073,0.9587628865979381,1.1151568326387364,0.058558893515764376,3.4009146341463357,0.252768415984593
611,frozenset({'knowledge graph'}),frozenset({'processing'}),0.4695121951219512,0.7804878048780488,0.40853658536585363,0.8701298701298701,1.114853896103896,0.0420880428316478,1.6902439024390237,0.19420140675930678
620,frozenset({'section description'}),frozenset({'concept design'}),0.42073170731707316,0.8597560975609756,0.4024390243902439,0.9565217391304349,1.1125501079247613,0.040712373587150574,3.2256097560975716,0.1746411483253591
393,frozenset({'reasoning'}),frozenset({'knowledge base'}),0.5609756097560976,0.8414634146341463,0.524390243902439,0.9347826086956521,1.1109010712035285,0.05234979179060084,2.4308943089430874,0.22739018087855303
380,frozenset({'material'}),frozenset({'detailed'}),0.6585365853658537,0.725609756097561,0.5304878048780488,0.8055555555555556,1.1101774042950514,0.05264723378941111,1.4111498257839725,0.2906403940886702
383,frozenset({'word'}),frozenset({'review'}),0.6219512195121951,0.7682926829268293,0.5304878048780488,0.8529411764705883,1.1101774042950514,0.05264723378941111,1.5756097560975617,0.2625139043381537
365,frozenset({'system definition'}),frozenset({'product design'}),0.6646341463414634,0.7439024390243902,0.5487804878048781,0.8256880733944955,1.1099413445630923,0.05435752528256993,1.4691912708600774,0.29535353535353553
233,frozenset({'system definition'}),frozenset({'concept design'}),0.6646341463414634,0.8597560975609756,0.6341463414634146,0.9541284403669724,1.1097664129091027,0.06272308149910766,3.057317073170728,0.29493006993006987
276,frozenset({'engine analysis'}),frozenset({'add'}),0.6890243902439024,0.7987804878048781,0.6097560975609756,0.8849557522123894,1.107883537120854,0.05937685901249257,1.7490619136960603,0.3131372549019607
408,frozenset({'word'}),frozenset({'product design'}),0.6219512195121951,0.7439024390243902,0.5121951219512195,0.823529411764706,1.107039537126326,0.04952409280190362,1.4512195121951226,0.2557603686635944
374,frozenset({'check'}),frozenset({'add'}),0.6097560975609756,0.7987804878048781,0.5365853658536586,0.8800000000000001,1.1016793893129773,0.04952409280190362,1.6768292682926842,0.23650568181818177
348,frozenset({'material'}),frozenset({'review'}),0.6585365853658537,0.7682926829268293,0.5548780487804879,0.8425925925925927,1.0967078189300412,0.0489292088042832,1.4720229555236735,0.25824175824175843
588,frozenset({'link analysis'}),frozenset({'knowledge base'}),0.4573170731707317,0.8414634146341463,0.42073170731707316,0.9199999999999999,1.0933333333333333,0.035916121356335484,1.9817073170731694,0.1573033707865167
379,frozenset({'word'}),frozenset({'processing'}),0.6219512195121951,0.7804878048780488,0.5304878048780488,0.8529411764705883,1.0928308823529413,0.04506246281975018,1.492682926829269,0.22469410456062308
345,frozenset({'material'}),frozenset({'processing'}),0.6585365853658537,0.7804878048780488,0.5609756097560976,0.8518518518518519,1.0914351851851851,0.04699583581201672,1.4817073170731707,0.2453416149068326
318,frozenset({'system definition'}),frozenset({'add'}),0.6646341463414634,0.7987804878048781,0.5792682926829268,0.8715596330275228,1.0911128230268223,0.048371505056513886,1.566637630662019,0.24899521531100435
631,frozenset({'detailed design'}),frozenset({'knowledge base'}),0.43902439024390244,0.8414634146341463,0.4024390243902439,0.9166666666666667,1.0893719806763287,0.033016061867935764,1.902439024390246,0.1462450592885376
467,frozenset({'expert systems'}),frozenset({'knowledge base'}),0.5121951219512195,0.8414634146341463,0.4695121951219512,0.9166666666666666,1.0893719806763285,0.03851873884592505,1.9024390243902434,0.1681818181818182
424,frozenset({'training'}),frozenset({'description'}),0.5304878048780488,0.8780487804878049,0.5060975609756098,0.9540229885057471,1.0865261813537674,0.040303390838786424,2.6524390243902407,0.16961351901110933
509,frozenset({'link analysis'}),frozenset({'access'}),0.4573170731707317,0.9085365853658537,0.45121951219512196,0.9866666666666667,1.0859955257270693,0.0357302201070791,6.859756097560986,0.14591557849984807
557,frozenset({'expert systems'}),frozenset({'review'}),0.5121951219512195,0.7682926829268293,0.4268292682926829,0.8333333333333333,1.0846560846560844,0.033313503866745975,1.3902439024390236,0.15999999999999998
244,frozenset({'detailed'}),frozenset({'add'}),0.725609756097561,0.7987804878048781,0.6280487804878049,0.865546218487395,1.0835845788697158,0.04844586555621655,1.4965701219512195,0.2811218985976268
332,frozenset({'creation'}),frozenset({'knowledge base'}),0.6219512195121951,0.8414634146341463,0.5670731707317073,0.9117647058823528,1.083546462063086,0.04372397382510407,1.7967479674796725,0.20395421436004146
570,frozenset({'difficulty'}),frozenset({'add'}),0.49390243902439024,0.7987804878048781,0.4268292682926829,0.8641975308641975,1.081896145509377,0.0323096371207614,1.4817073170731698,0.14956970740103248
204,frozenset({'information search'}),frozenset({'database'}),0.7195121951219512,0.8414634146341463,0.6524390243902439,0.9067796610169492,1.0776222058462295,0.04699583581201672,1.7006651884700674,0.2568061763510771
142,frozenset({'database'}),frozenset({'processing'}),0.8414634146341463,0.7804878048780488,0.7073170731707317,0.8405797101449275,1.0769927536231882,0.050565139797739356,1.3769401330376936,0.45092838196286394
141,frozenset({'processing'}),frozenset({'database'}),0.7804878048780488,0.8414634146341463,0.7073170731707317,0.9062499999999999,1.0769927536231882,0.050565139797739356,1.691056910569104,0.3256704980842907
612,frozenset({'api'}),frozenset({'database'}),0.45121951219512196,0.8414634146341463,0.40853658536585363,0.9054054054054054,1.0759890325107717,0.028851873884592483,1.6759581881533099,0.1286898839137644
