;acquisition;summarizing;scheduling;certification;reasoning;inference;check;development;authoring;navigation;optimization;failure;solving;analyzing;processing;design;detailed;training;plm;analysis;manufacturing;crawling;manufacture;creation;dissemination;recycling;review;alm;evaluation;archive;calculating;spss;fsms;whatsopt;matlab;aaa;wikipedia;solidworks;google;multilinq;tixi;tigl;oracle;prado;optimus;daedalus;excel;ceasiom;api;tr;isight;eclipse;modelcenter;sumo;git;networkx;syndeia;access;reasoner;tornado;pykechain;imagenet;ug;catia;davetools;word;rce;jade;ideas;janus;brics;quantity;taxonomy;images;bom;animations;capp;babelnet;freebase;forms;assemblies;difficulty;sweetwiki;description;cad;material;ontology;video;audio;metadata;documents;image;python;json;png;express;dwg;wav;acis;gif;igs;yawl;wrp;stl;mov;sql;jpg;solr;sysml;mpeg;xquery;postgresql;tiff;database;flash;dwf;owl;uml;add;rds;vampzero;soap;rdf;cco;bfo;xml;rvf;codex;dxf;step;cpacs;csv;multiwordnet;parasolid;cmdows;html;pdf
manufacturing;9.649728957925273;0.4693039591712812;9.51949547058759;3.4369338576595028;7.977157303045409;4.54294415871011;5.8873076251904655;27.249614562324304;0.9205303625184189;2.085762535050816;10.309094489536072;10.068327128617383;7.46338317296517;3.8772600636252266;17.015689826969552;75.14742741781139;10.80663354680902;2.482178271418438;3.0887629546167226;32.65372769562469;0.0;0.042253995357604816;7.161935945064068;2.433646870619577;0.22777977960536747;0.42807268687981737;1.9375286559832154;0.2433051202930494;0.6748995255858621;0.02294761302738381;0.05212860351426869;0.22141624982218347;0.029775563610410626;0.1251238666689964;1.0466019557704056;1.1036838365791852;0.5000325683412484;0.526785775878416;0.5332144936929332;0.046778782929204454;0.01364750612905373;0.02183762915973106;0.2826030011775494;0.02016523674151976;0.06970976430258476;0.023614411215250625;0.5442722513542493;0.0;5.20359912669405;7.634810851151116;0.019551450886500045;1.0749467354985534;0.0581512969967178;0.029095908980647952;1.5035991664947017;0.002802363052074058;0.09016696346674323;13.146489651251121;0.03902659900670552;0.0057650534716954345;0.04371785074901517;0.0035561526881160584;0.7191356500500911;0.003366907944194088;0.0;13.76339955860543;0.7727274564384927;0.0097664446670509;0.025118017965166415;0.0;0.007526967514264871;3.6591473502240257;4.323305619795185;3.2434134060611166;4.266779395863273;0.2616923917357762;2.019095040363594;0.010661247392009335;0.03869308475209877;4.919894710583505;1.489833886195933;0.7920026219326353;0.03021989426077497;10.697144903010205;15.596185615582025;2.3997188308263273;11.094648921115802;2.1598625476727227;0.09834221182362335;0.01787996349630379;4.7186791367076575;0.0;1.686572532034782;1.0203850030545871;0.3236584637639542;4.462032059588144;0.17385556175058722;0.8597619042501277;0.2894767664349927;0.051112395993701765;0.5622219786339945;0.049533290951144775;0.0013900571457983813;2.4800991519138336;1.8989722370144753;0.3848242264823587;0.002932513491096005;0.00589214734719533;1.9621665290316794;0.026793499280940693;0.0;0.009342428982474936;0.2209576846843022;0.208138318421482;0.01686938000600903;0.026546593660094948;1.7938277972674408;0.1296445967669024;0.29878978936097755;0.22583925375246508;0.011823721880920084;0.009923389456048055;0.21320071635561041;0.03173404079876884;1.3500753042582665;7.631129966428109;0.020040120401405057;0.061662641597820735;0.1799918626319919;0.392731732872663;0.27484937630230033;0.048705474877154376;0.01741568361535407;0.09107862314945353;0.19798746499560177;0.030993786368687184;1.0366811298018634
crawling;0.02436402365513196;0.0;0.023257973625598102;0.005795389874938897;0.07076459737649085;0.04626755673973522;0.023255138792662798;0.0670737251866024;0.05322747594031577;0.0430844658527238;0.03993436955042142;0.025863222769305874;0.04619590380292235;0.008124935051249574;0.1435134593528077;0.1259244287237567;0.02156857500328312;0.0113845223655878;0.0;0.28970436063428384;0.042253995357604816;0.0;0.005263844071631313;0.014537095115739508;0.01554362416667488;0.0;0.07761505257063328;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0029726248119237293;0.019956590719703474;0.04973179109865979;0.0;0.09185340165553572;0.0;0.0;0.0;0.0;0.0;0.0;0.004437874678185623;0.01245931918120927;0.0;0.37797867747479563;0.0;0.0;0.011956658848437699;0.0;0.0;0.04476614810358452;0.0;0.0;0.12078725472127039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2973167911580772;0.0;0.0;0.0;0.0;0.0;0.004671142612141284;0.0464863294203524;0.0235566151928199;0.010684878841319209;0.0;0.0038420355271209946;0.0;0.013634814313670873;0.05604307192816416;0.0;0.0;0.013725701281150703;0.08113474645979663;0.11292179499844367;0.009280367777125993;0.07922465633585216;0.046857200542527726;0.004766392254827837;0.028490144114909487;0.09718266919275441;0.0;0.08829216789349847;0.03675863980863825;0.008011544943070565;0.08876646526928339;0.0;0.0031424795549374;0.0;0.0;0.015248372253275386;0.009743701210631712;0.0;0.0;0.010500170629159098;0.052619157919985976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07224075921715542;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0030272051354152075;0.07750512391589838;0.0;0.0;0.0;0.003988497803600176;0.0;0.0;0.0;0.0;0.0;0.0;0.008268134335652641
manufacture;2.3298028553022085;0.18794631242144008;1.189304428005727;3.722833826527903;1.5518439468283316;0.6687602563473013;2.370262794855887;7.366256402868358;0.1401792582011567;1.2435545197756528;2.235718736929163;3.3438200261334794;1.5158108645437922;0.7880095380145262;3.3763286074898806;19.156835483055616;3.4983415910070543;1.1478442033793217;0.5697733268910933;5.968381975874076;7.161935945064068;0.005263844071631313;0.0;0.739433701358462;0.11938008358053266;0.048848725285851685;0.15588219078570387;0.10905640454631621;0.040528317416235055;0.0;0.0;0.12963579716030998;0.003539119079915253;0.01899821286212948;0.33542492110910055;0.1015918182283428;0.2296691222603071;0.13354069520274475;0.2641924389668966;0.025279433222642547;0.006307422400574924;0.012252759595131044;0.07943868503046023;0.03885903708890855;0.07432223740292326;0.018122009407318746;0.12057667201465858;0.0;1.5760139680870504;4.88018968791775;0.00923711167421458;0.22758524582212655;0.04447184105412404;0.16222142113076254;0.17737504583109598;0.002807228374713992;0.024260699053001704;4.1143065718865115;0.007535643110747818;0.005478896893519131;0.013632446408185889;0.004591699282196467;0.2819121750567079;0.003375355564970703;0.0;2.788732412289933;0.5909685552701038;0.0;0.008898473642247334;0.0;0.03228955002514143;1.4809782829017937;0.6769890518548665;0.8151129126982429;1.6414750684912776;0.09485484548539544;0.7175748524446335;0.0;0.01635831064016904;1.4434723419297621;0.6012697119090854;0.3120098011410775;0.014347335194093556;3.473341719092125;3.8308213279828123;0.32905816909709495;0.9649946822981668;0.801555959132169;0.08387087819790952;0.01049380916700931;1.5981127512600595;0.0;0.6419854189415956;0.2752614306473814;0.0654127288220231;1.3359766390701047;0.02286086277188317;0.39097240678036327;0.037653811008754326;0.022304986837273527;0.13865188246427004;0.0;0.0;0.5290309308509868;0.5975261573534549;0.0661450796454505;0.0;0.0064859899885059925;0.5173221693644428;0.010997646755364592;0.0;0.0;0.051740079439877046;0.0941597926440241;0.028750499053745993;0.0;0.37133346744268575;0.00699660047805086;0.1441508838587183;0.11389639693300818;0.01288924042335981;0.025196900876802104;0.0;0.0;0.1519510515151774;2.0383291475332492;0.02205941986694528;0.03533326266687867;0.014781194909838624;0.04509576622405756;0.011253728415158593;0.028537946092162557;0.0;0.008805191662711716;0.1861688564104639;0.012746124961453604;0.15949040440562487
creation;2.3765479742352347;0.16533099670482296;0.9147257202150919;0.7479167950842793;1.743296246620708;1.053570740372079;1.52230405693923;5.409656688510051;0.7022887685930634;0.4858773189772813;1.616234687237679;1.502542805018172;1.715658340446111;0.7601540748872941;4.575479144749436;9.60928470662285;2.4717476167626664;1.439653155336021;0.2699931723367938;5.345175990690781;2.433646870619577;0.014537095115739508;0.739433701358462;0.0;0.3977942603530891;0.014537095115739508;1.0014655476803953;0.18065161994294102;0.045522156047561255;0.0;0.0;0.052109893519594164;0.01796632672701839;0.0949157995752499;0.5846209807686623;0.12415497945095588;0.272786943534796;0.0654413654515736;0.24095104275433182;0.014426245016127675;0.004685755750054749;0.026148845910438034;0.11489755284103007;0.0038604284162854804;0.2529785805643969;0.014087301864593216;0.18893822581428665;0.009340492970602163;1.1126568486369959;2.1567253889137135;0.004659031077264267;0.16268272823681312;0.0397778642087865;0.0;0.3811274596687549;0.0069280923816841845;0.036986336072765455;5.11349057966263;0.0033925409459475524;0.0;0.020040120401405057;0.0;0.3709968175712637;0.021863473472331304;0.0;3.3745677074464355;0.7476446596699717;0.0;0.02049369659597791;0.0;0.0642824346533225;0.8844535561817727;0.9227423808103548;1.0213188992773876;0.49247755060983883;0.1284640846531093;0.24345122972336306;0.017149858514250885;0.02181140511198411;2.651166999662936;0.16234798325732522;0.1834742467099861;0.021452116007007204;3.405457168907543;2.24742668920346;0.4290677618693744;3.0020997924711645;1.7115329482389;0.07145817426225226;0.07216878364870323;2.2233908689619524;0.03874921291460643;0.8961096565998646;0.452881788747879;0.011268005568021726;1.84805227056967;0.049647922966178884;0.36638139716144746;0.0757030983170223;0.08489527199560178;0.569710299302693;0.0;0.0;0.21455865386915757;0.5357227040317954;0.1890594406744871;0.01454016817255763;0.003746711362368966;0.19984544961415546;0.029462782549439483;0.0;0.02075466156648133;0.017137262215442182;0.6222284007454664;0.01270376133137693;0.017175134664318158;0.6919008412488041;0.0;0.0;0.15176442270654172;0.017911485212971263;0.005052180625476351;0.08362420100070908;0.11322770341445956;0.22776980855390505;2.2148570440263726;0.0;0.2454130756671041;0.017251638983558856;0.5734247712302906;0.0;0.009053203578921113;0.02990743022772896;0.01790000349050102;0.5017200268902846;0.0020678200507445238;0.267994973236586
dissemination;0.3769866515925263;0.00949934786545102;0.02536108880981454;0.10106351615754841;0.06146627904328233;0.04716544826009152;0.07578419752515188;0.4981484718975382;0.22809385554838502;0.10607942104143878;0.0843188860705292;0.18895212790357177;0.06275496983357202;0.02863471223044798;0.7282762049078452;0.6665184761130339;0.18619389225636324;0.05966206973397819;0.15994709823048195;0.3086456220314101;0.22777977960536747;0.01554362416667488;0.11938008358053266;0.3977942603530891;0.0;0.008848518130026099;0.1336306209562122;0.006086933508801504;0.0;0.0;0.0;0.0025367967452131217;0.0;0.004911588985882889;0.013699344660392375;0.0038435393092555756;0.02687688626941551;0.017133530818287106;0.010066660671412764;0.005720172349101254;0.0;0.0;0.0;0.0;0.0;0.0048052494308741;0.0;0.0;0.04852384662432446;0.0;0.0;0.0027795477293319796;0.0;0.0;0.008070028892772665;0.0;0.0;0.5177943101573403;0.0;0.0;0.006153292746484971;0.0;0.0;0.0;0.0;0.08927589963317532;0.06216517514741046;0.0;0.0;0.0;0.0;0.05442990275424796;0.03372776920227467;0.04414922641332385;0.029586788170328133;0.007341637342747158;0.007569649165565907;0.0;0.021884405476620426;0.06684141522703933;0.014088301627457885;0.006602997913373754;0.021521556564129584;0.12503615719071118;0.1490851479339496;0.07091526648105147;0.05250114783777485;0.07603011527232255;0.004640783460081196;0.018547162802488575;0.06541150391851241;0.0;0.02223539138445041;0.018292544459916616;0.0;0.08342602955597335;0.0;0.061014127727373996;0.0;0.0;0.0056239545100293525;0.0;0.0;0.006562776232039577;0.03479505594251986;0.0;0.0;0.0;0.006191149391732906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017077183985952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005331599629027421;0.06601747472170996;0.0;0.010230212486277613;0.0;0.004148163625550221;0.0;0.010158175300513942;0.0;0.0;0.006189370342819709;0.0;0.005888632911645474
recycling;0.10818037694810789;0.0;0.3712945642811294;0.04124071332027679;0.04865126633048732;0.025066278244295026;0.07506853932107775;0.0946889333137472;0.05967925474117253;0.011331490227483414;0.05285221115476767;0.07206378132251012;0.06207341028587966;0.019104017997521754;0.15636249325511914;0.3819898750285438;0.0464662953028315;0.019187125794913083;0.13063485385690404;0.22070881757442895;0.42807268687981737;0.0;0.048848725285851685;0.014537095115739508;0.008848518130026099;0.0;0.011288810263296055;0.09245003270420485;0.0;0.0;0.0;0.006214920797692352;0.0;0.0;0.03327313687830226;0.0;0.02017014687752732;0.0033612353546252807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02681049200627055;0.0;0.0;0.01280834939240186;0.0;0.0;0.0;0.0;0.0;0.0736777923877778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04340983255635073;0.0;0.0;0.0;0.0;0.0;0.07358561333880226;0.0;0.03458843088249347;0.04289134779748631;0.0;0.0;0.0;0.0;0.030347818814960747;0.036626465501624864;0.0030834105373324554;0.0;0.15512890797951875;0.06918234292622663;0.13018891098082389;0.00777040418886316;0.02225555608411421;0.004272334059546162;0.0;0.11716035436033945;0.0;0.013617587792703181;0.012404948375651346;0.0025516514912323515;0.12887098178359582;0.0;0.009837546208139045;0.0;0.0;0.0;0.0;0.0;0.015448737310436523;0.0;0.0;0.0;0.0;0.09901475429766744;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009077415526644966;0.0;0.0;0.11624763874381928;0.0;0.0;0.0;0.0;0.0;0.2413739562731163;0.0;0.0;0.012253577034896795;0.0;0.0;0.0180158248443725;0.0;0.0;0.0;0.0;0.0037016985253744378
review;1.139321053205901;0.36886201684302633;0.9824163676773358;0.4214758485102203;0.9526770827530079;0.8498851238720413;1.4716291366533913;3.5974196245494996;0.2735450700042882;0.31367633502923514;1.9076971038032742;1.4799445118547438;1.2455700765445028;1.005711076666113;2.022984963863871;5.172277911086866;2.2904584225165614;1.0597444879603326;0.029160592175990215;3.8729482095814873;1.9375286559832154;0.07761505257063328;0.15588219078570387;1.0014655476803953;0.1336306209562122;0.011288810263296055;0.0;0.17641319273834788;0.08177806582110814;0.0;0.0;0.11089096608805145;0.015275837931032231;0.0;0.1977044549524934;0.25739580581989296;0.2516794002110488;0.0;0.6995849435990249;0.0;0.0;0.02088945758515659;0.061808620786764724;0.0;0.045601630113838144;0.14744195615489714;0.06987807293339034;0.0;1.4176264619755947;1.7674957164565677;0.0;0.06728022918387194;0.011022337355899955;0.002625911349384798;0.508071107684833;0.017223468842473787;0.0;2.554693701291938;0.0;0.0;0.0;0.0;0.3333333333333333;0.011882888957904122;0.0;1.8460772681192628;0.0;0.05423261445466404;0.0;0.0;0.006908720474572053;0.3724726766602341;1.1394832352180293;1.1193671921910735;0.23758362940456915;0.06365539689685959;0.10558301343664754;0.0;0.046524210519923545;1.4537784391741158;0.04260180464214422;0.031684843304544366;0.03895446935658099;1.8413698880012683;2.1784535728387957;0.3289002092002693;1.9670846405423066;1.1260767716790558;0.10922927580700344;0.17407765595569785;1.9020741964412977;0.011285215444154723;0.5057696178278475;0.24811380414734893;0.028635157968108015;1.209990702359977;0.009254103658886516;0.6459897185033224;0.0;0.005363029001751801;0.2760126002879221;0.0;0.0;0.23005461349776182;0.4119289225663974;0.05966249745305929;0.008899530740115786;0.0;0.007405579095048963;0.0;0.0;0.0;0.0;0.03011010318298389;0.00468534427669442;0.0;0.4621266720513359;0.0;0.012047318414773371;0.38950532260688364;0.006554735253444622;0.0;0.0;0.0;0.17585856151665927;0.5719134068685356;0.0;0.0;0.015161960871578069;0.6270972513459832;0.0;0.0;0.0;0.0;0.22941573387056174;0.0;0.5058304537354756
alm;0.37938349658377796;0.03332305237642995;0.17354306449492657;0.10199856025991405;0.38958186588401134;0.2307974543571263;0.43925291651133724;1.4251283772823382;0.10287603766300113;0.23464382487488;0.31175535942129795;0.3822963266098584;0.3242484806588425;0.3936255529852483;0.8425419923657069;1.3505651910582892;0.2608850976868776;0.2484621944651087;0.1582533898033822;1.1490452392410797;0.2433051202930494;0.0;0.10905640454631621;0.18065161994294102;0.006086933508801504;0.09245003270420485;0.17641319273834788;0.0;0.06454972243679027;0.0;0.0;0.08295324533988613;0.02804963567266072;0.0;0.09672103291949903;0.027763657025412586;0.10763166670936847;0.009384398268800151;0.08896649098171927;0.0;0.0;0.05866465444068489;0.015138177659976307;0.004094751415135969;0.0;0.0;0.08023659076498382;0.0;0.4943331998076357;0.3779644730092272;0.0;0.045360921162651446;0.0;0.0;0.0;0.0;0.0;0.8135329696946646;0.0;0.0;0.0;0.0;0.0574484989621426;0.0;0.0;0.5306070588508829;0.13245323570650439;0.03450327796711771;0.0;0.0;0.0;0.16509244062128542;0.13539861004183357;0.33301260694012885;0.2339784050093239;0.0;0.05219110874202598;0.0;0.0;0.44057754168888824;0.040764275454039434;0.026562364492506266;0.0;0.49326314905799734;0.29119728157927105;0.17033160316737594;0.4187121593765485;0.22723280793936906;0.019140362619594987;0.0;0.4049624845067579;0.0;0.17592915342679474;0.0987700013614768;0.01656175364969066;0.48951839573499123;0.0;0.1868312128041915;0.0;0.0;0.18726008344572567;0.0;0.0;0.02333955670776561;0.12667483823545245;0.0256326007925508;0.0;0.0;0.005495934825003584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3212409573631653;0.0;0.0;0.12216944435630522;0.0;0.0;0.0;0.0;0.003863625387443468;0.7096433782524721;0.0;0.0;0.0;0.13668932737395093;0.0;0.008494426299556511;0.0;0.0;0.0;0.0;0.1464594777985867
evaluation;0.24111687806859378;0.26718925026474766;0.03432627592637419;0.031128640318234518;0.11193432969445441;0.11767100381183468;0.6042793619134832;0.8153669224276332;0.0;0.04552382251933014;0.3665158055002386;0.18852649345374498;0.2953214324736909;0.2867641120918094;0.42909193556777236;2.1179534977350065;0.43168791749554974;0.6389883986794466;0.05602377964908603;1.1843236514170055;0.6748995255858621;0.0;0.040528317416235055;0.045522156047561255;0.0;0.0;0.08177806582110814;0.06454972243679027;0.0;0.0;0.0;0.048795003647426664;0.0;0.0;0.16115365160599363;0.03089010316076077;0.026046613053531162;0.0;0.09512861653990343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00803452623211716;0.0;0.05642066670275675;0.5758689583696663;0.0;0.0736991030991714;0.0;0.013725701281150703;0.05732790309928877;0.0;0.0;0.37451066487706947;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5337713802078752;0.0;0.0;0.0;0.0;0.0;0.12436846383314497;0.6090676783257629;0.15392233291426533;0.1489275458018521;0.0;0.011472296305522982;0.0;0.0;0.6214500837479197;0.0;0.0;0.0;0.6776038889099274;0.2975425852795973;0.01703006758225429;0.15155572236509707;0.23596707717096532;0.0;0.0;0.11862552507072424;0.023695618019100723;0.18891576678231545;0.009400555777286816;0.0;0.08115660984220997;0.0;0.0877836562094104;0.0;0.0;0.24748001461780875;0.0;0.0;0.0;0.008385320426195943;0.00654377955226086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.17449254803468411;0.0;0.0;0.0;0.4567554154711297;0.0;0.0;0.0;0.0;0.0;0.0;0.0
archive;0.0;0.0;0.0;0.0;0.02062842492517587;0.013570632358703896;0.00680161952238679;0.0;0.01547883112963071;0.0;0.0;0.0;0.0;0.0;0.11142355084947649;0.11033184608590361;0.018414613743486557;0.0;0.0;0.05270462766947299;0.02294761302738381;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20830244433126854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01012712930873462;0.0;0.0;0.0;0.0;0.0;0.011829557349794602;0.0;0.005360639695427571;0.0;0.029247769028706173;0.0;0.0;0.0;0.009448268267506799;0.0;0.0;0.0;0.036369648372665396;0.057215012962486295;0.0;0.06741998624632421;0.016522719903220323;0.0;0.0;0.13736056394868904;0.0;0.0;0.02825039109405883;0.0;0.17515337721986185;0.010056983391594545;0.0;0.005265638142257301;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09284766908852593;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0053657304492460275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10976425998969035
calculating;0.0;0.0;0.0;0.0;0.015260507615655219;0.00547996624351191;0.04647394123401731;0.0;0.0;0.0;0.03820803599504351;0.007756833872194137;0.017347417443674195;0.007050825744115027;0.0;0.09225417410562924;0.01917060103747883;0.0;0.0;0.0;0.05212860351426869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18569533817705186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.038737017328675204;0.0;0.0;0.0;0.0;0.0;0.0;0.005901476940896584;0.006119786011959778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006672006408545298;0.01900371558963217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012334404417288482;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0206372085853249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
spss;0.2847343964886817;0.019605700719316534;0.04466751267797031;0.10146700212011156;0.16142633717306723;0.07799214222533662;0.21415669268409243;0.5617116202415118;0.005825872335207269;0.10308360344340431;0.1253988241909337;0.24096904956031456;0.3289438646834326;0.14474852531440593;0.4134679868628319;1.2743494845072965;0.24719563063786976;0.04790856757293431;0.07396669139315587;1.418440744992985;0.22141624982218347;0.0;0.12963579716030998;0.052109893519594164;0.0025367967452131217;0.006214920797692352;0.11089096608805145;0.08295324533988613;0.048795003647426664;0.0;0.0;0.0;0.0033516310491658605;0.0;0.6180079427962695;0.019106862854108946;0.05251524574346074;0.007518799169809014;0.06156998537954969;0.0;0.0;0.02608838156406719;0.28492226312690294;0.0077605703049118836;0.0;0.0;0.0;0.0;0.2645545679214373;0.31128585370786216;0.0;0.04736629492208067;0.0;0.0;0.009411373930302565;0.0;0.0;0.40914889741493443;0.0;0.0;0.0;0.0;0.015041420939904671;0.0;0.0;0.33284974874155093;0.10846522890932808;0.002765080308188575;0.014852759212012272;0.0;0.0;0.08310075741019393;0.12245208857179968;0.12413868528970523;0.04714750832448572;0.00951368818902545;0.016474728147620958;0.0;0.0;0.3543381755444205;0.013913846882340515;0.0018732603586504772;0.0;0.22067458154247352;0.0951695653147928;0.045402789521431265;0.17071701436199543;0.0701209766534657;0.008931187388937147;0.0;0.1601932562889132;0.0;0.13899771194391924;0.12601506895303816;0.002793263397907537;0.15087930207915173;0.0;0.039521344981912704;0.01813355154684622;0.0;0.011253181729088638;0.0;0.0;0.0029093255881241322;0.14796923159782016;0.004762066739718708;0.0;0.0;0.06401843996644799;0.0;0.0;0.0;0.0;0.008879860139752274;0.0;0.0;0.17826628267659178;0.0;0.0;0.054224630076639205;0.0;0.0018756444971881317;0.0;0.0;0.0;0.08867398856885673;0.0;0.0;0.0014958381973993397;0.009297198200151112;0.0;0.00379070808094139;0.0;0.0;0.0;0.0;0.12294705962094096
fsms;0.021934668687491436;0.005040870718260002;0.0016902360723204106;0.0035092688143878604;0.06525595438940114;0.005915399551262303;0.06143553202463569;0.09157395209867285;0.0;0.023902578869517684;0.034996465146456615;0.05641992928519693;0.029063473914923248;0.053515658311585466;0.061111286874026734;0.19457286106040628;0.026204194374686872;0.007293508088701476;0.0;0.12500425677240073;0.029775563610410626;0.0;0.003539119079915253;0.01796632672701839;0.0;0.0;0.015275837931032231;0.02804963567266072;0.0;0.0;0.0;0.0033516310491658605;0.0;0.0;0.028606004838272407;0.018415367306693936;0.0035412487809308502;0.0;0.014765074068626156;0.0;0.0;0.03926264115264716;0.0;0.0;0.01396724332397093;0.0;0.007099701854280813;0.0;0.02038989405250639;0.0;0.0;0.005163797318645815;0.012470805721138074;0.0;0.0;0.0046098615455791555;0.0;0.15556920953799844;0.0;0.0;0.0;0.0;0.0;0.01122603868465918;0.0;0.08631277148379438;0.0;0.0020390421720306905;0.0;0.0;0.0023732959178270215;0.02951002569920137;0.012213731659682779;0.0596956555655736;0.0;0.0;0.002750025008153627;0.0;0.0;0.12980898244308056;0.0027864343308265306;0.0;0.0;0.044731350642140656;0.025304681766118553;0.02099339861404064;0.01703382962158511;0.03698699678644765;0.001183969319187078;0.0;0.05656739637422995;0.0;0.020784398511074383;0.021993498446137752;0.0;0.023833921265830615;0.0;0.010612563992298945;0.0;0.0;0.0;0.0;0.0;0.004720395789681106;0.0;0.06311944030978031;0.0;0.0;0.03507153119159472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009772972104898938;0.0;0.0;0.0;0.22941573387056174;0.0;0.0;0.0;0.0;0.04474224152007859;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003420267883819161;0.0;0.00883021571376696
whatsopt;0.0;0.0;0.0;0.05423261445466404;0.0;0.0;0.02306508261618249;0.07860617705026542;0.0;0.0;0.2949361899978805;0.0;0.0;0.0;0.0;0.282842712474619;0.02775638800267182;0.0;0.0;0.26490647141300877;0.1251238666689964;0.0;0.01899821286212948;0.0949157995752499;0.004911588985882889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07456744881931425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4472135954999579;0.0;0.0;0.04665853455755337;0.0;0.0;0.0;0.0;0.013241343724393059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014799226748833152;0.0;0.05606077590023497;0.03323052189985202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15215065182062626;0.4041241452319315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014908283973138347;0.0;0.0;0.0;0.0;0.016252297451675994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023525702464189856;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13658029377418401;0.0;0.03033623520644404
